EfficiencyGap,PartisanProp,SeatsVotesDiff,PolPopperAvg,PolPopperMin,MinOppAvg,MinOppMin
-0.029609013315842012,1.1236341332366597,0.12227140539686349,0.178499689191991,0.12459320055977413,0.6641566476090944,0.6056570889822634
