EfficiencyGap,PartisanProp,SeatsVotesDiff,PolPopperAvg,PolPopperMin,MinOppAvg,MinOppMin
0.15693076220332022,0.5822185371637142,0.38542017159257314,0.15864547492698408,0.08427423581192696,0.5084425536412641,0.5084425536412641
