EfficiencyGap,PartisanProp,SeatsVotesDiff,PolPopperAvg,PolPopperMin,MinOppAvg,MinOppMin
0.12228733727508241,0.6045655428554977,0.33712532430818565,0.21579515411676858,0.09271426533386926,0.5141403651359853,0.5141403651359853
